epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,219.131,0.30087,0.2339,1.12091,0.99362,0.97531,0.99367,0.89527,0.49852,0.29697,1.69952,0.000416,0.000416,0.000416
162,220.441,0.30947,0.2345,1.14521,0.99362,0.97531,0.99367,0.89527,0.49852,0.29697,1.69952,0.0004061,0.0004061,0.0004061
163,221.735,0.29937,0.2325,1.14889,0.99371,0.97484,0.99328,0.89411,0.49485,0.30206,1.72819,0.0003962,0.0003962,0.0003962
164,223.029,0.28834,0.22471,1.06114,0.99683,0.97147,0.99337,0.89511,0.4906,0.30474,1.89148,0.0003863,0.0003863,0.0003863
165,224.312,0.29878,0.24339,1.12141,0.99683,0.97147,0.99337,0.89511,0.4906,0.30474,1.89148,0.0003764,0.0003764,0.0003764
166,225.606,0.28931,0.22361,1.12966,0.99647,0.96914,0.99399,0.89612,0.48609,0.29793,1.9926,0.0003665,0.0003665,0.0003665
167,226.927,0.30325,0.24231,1.20222,0.99683,0.96903,0.99416,0.90064,0.47893,0.29246,1.93234,0.0003566,0.0003566,0.0003566
168,228.224,0.30165,0.24038,1.15218,0.99683,0.96903,0.99416,0.90064,0.47893,0.29246,1.93234,0.0003467,0.0003467,0.0003467
169,229.517,0.29537,0.23306,1.16807,0.99684,0.97215,0.99411,0.90146,0.47943,0.29372,1.76906,0.0003368,0.0003368,0.0003368
170,230.802,0.29476,0.23407,1.18261,0.99684,0.97215,0.99411,0.90146,0.47943,0.29372,1.76906,0.0003269,0.0003269,0.0003269
171,232.095,0.30429,0.2415,1.20268,0.99642,0.97222,0.99405,0.89882,0.48282,0.29919,1.69606,0.000317,0.000317,0.000317
172,233.387,0.30148,0.23245,1.15179,0.99712,0.97222,0.99416,0.89926,0.48199,0.29783,1.68798,0.0003071,0.0003071,0.0003071
173,234.671,0.29043,0.21959,1.11187,0.99712,0.97222,0.99416,0.89926,0.48199,0.29783,1.68798,0.0002972,0.0002972,0.0002972
174,235.968,0.28987,0.21972,1.1396,0.99644,0.97531,0.99422,0.89968,0.48057,0.29368,1.7198,0.0002873,0.0002873,0.0002873
175,237.255,0.27985,0.21771,1.11873,1,0.97528,0.99454,0.90309,0.47444,0.28087,1.81634,0.0002774,0.0002774,0.0002774
176,238.559,0.28214,0.22371,1.08416,1,0.97528,0.99454,0.90309,0.47444,0.28087,1.81634,0.0002675,0.0002675,0.0002675
177,239.859,0.28695,0.23157,1.15208,0.99942,0.97531,0.99463,0.90428,0.47288,0.27817,1.92509,0.0002576,0.0002576,0.0002576
178,241.142,0.28989,0.22445,1.20695,0.99942,0.97531,0.99463,0.90428,0.47288,0.27817,1.92509,0.0002477,0.0002477,0.0002477
179,242.435,0.29221,0.23256,1.09044,0.99946,0.97531,0.99463,0.90399,0.47613,0.28,1.95513,0.0002378,0.0002378,0.0002378
180,243.716,0.2921,0.22687,1.11362,0.99809,0.97531,0.99469,0.90141,0.47935,0.28072,1.93007,0.0002279,0.0002279,0.0002279
